order_id,product_id,seller_id,quantity,unit_price,line_total
ORD0000070,PRD000014,SLR00366,1,202.01,202.01
ORD0000070,PRD000035,SLR00359,3,387.79,1163.37
ORD0000070,PRD001173,SLR00453,1,697.2,697.2
ORD0000071,PRD000833,SLR00178,3,1027.65,3082.95
ORD0000071,PRD000327,SLR00427,1,1055.08,1055.08
ORD0000071,PRD001147,SLR00314,1,372.27,372.27
ORD0000071,PRD000386,SLR00563,1,792.36,792.36
ORD0000072,PRD000484,SLR00118,2,540.71,1081.42
ORD0000072,PRD001067,SLR00093,1,1295.48,1295.48
ORD0000072,PRD001474,SLR00117,1,1130.11,1130.11
ORD0000073,PRD000848,SLR00503,1,462.03,462.03
ORD0000073,PRD000203,SLR00121,2,2133.58,4267.16
ORD0000073,PRD001339,SLR00334,2,602.48,1204.96
ORD0000073,PRD001171,SLR00258,1,745.44,745.44
ORD0000074,PRD000646,SLR00539,1,761.97,761.97
ORD0000075,PRD001091,SLR00529,1,349.49,349.49
ORD0000076,PRD000166,SLR00555,2,443.02,886.04
ORD0000076,PRD000631,SLR00013,1,669.87,669.87
ORD0000076,PRD000268,SLR00225,1,1298.86,1298.86
ORD0000077,PRD000099,SLR00299,1,588.36,588.36
ORD0000078,PRD000757,SLR00099,1,565.77,565.77
ORD0000078,PRD000814,SLR00140,2,213.36,426.72
ORD0000078,PRD000894,SLR00296,1,725.97,725.97
ORD0000079,PRD001197,SLR00006,1,1182.9,1182.9
ORD0000079,PRD000481,SLR00222,1,612.37,612.37
ORD0000079,PRD001219,SLR00232,1,325.25,325.25
ORD0000080,PRD001464,SLR00504,2,568.58,1137.16
ORD0000081,PRD000311,SLR00491,1,708.0,708.0
ORD0000081,PRD001111,SLR00220,1,592.38,592.38
ORD0000081,PRD001135,SLR00017,1,439.35,439.35
ORD0000082,PRD001464,SLR00504,1,568.58,568.58
ORD0000082,PRD000358,SLR00240,2,580.07,1160.14
ORD0000083,PRD000941,SLR00091,1,1092.31,1092.31
ORD0000084,PRD000698,SLR00388,2,431.49,862.98
ORD0000084,PRD001437,SLR00501,1,982.59,982.59
ORD0000084,PRD000437,SLR00461,1,1293.28,1293.28
ORD0000085,PRD001472,SLR00525,1,1076.47,1076.47
ORD0000086,PRD001306,SLR00151,1,349.89,349.89
ORD0000087,PRD000162,SLR00037,3,1327.94,3983.82
ORD0000087,PRD000706,SLR00508,1,360.06,360.06
ORD0000087,PRD000149,SLR00350,1,722.1,722.1
ORD0000087,PRD000272,SLR00107,2,190.29,380.58
ORD0000088,PRD000302,SLR00536,1,339.28,339.28
ORD0000088,PRD001277,SLR00342,1,1085.69,1085.69
ORD0000089,PRD000337,SLR00171,2,652.93,1305.86
ORD0000090,PRD000658,SLR00088,1,1035.57,1035.57
ORD0000090,PRD000856,SLR00153,1,854.01,854.01
ORD0000090,PRD000406,SLR00004,2,599.19,1198.38
ORD0000091,PRD001222,SLR00492,1,599.56,599.56
ORD0000091,PRD000853,SLR00490,1,1183.01,1183.01
ORD0000092,PRD000534,SLR00586,1,425.83,425.83
ORD0000093,PRD001012,SLR00038,1,168.67,168.67
ORD0000094,PRD001318,SLR00432,1,716.18,716.18
ORD0000095,PRD000742,SLR00450,2,1721.52,3443.04
ORD0000095,PRD001064,SLR00219,1,345.5,345.5
ORD0000095,PRD000041,SLR00072,2,289.34,578.68
ORD0000096,PRD001363,SLR00563,1,508.41,508.41
ORD0000096,PRD000200,SLR00548,1,336.3,336.3
ORD0000097,PRD001424,SLR00530,1,237.9,237.9
ORD0000097,PRD000620,SLR00193,1,684.47,684.47
ORD0000097,PRD000403,SLR00567,1,705.52,705.52
ORD0000098,PRD000333,SLR00045,2,577.96,1155.92
ORD0000098,PRD000255,SLR00342,1,775.04,775.04
ORD0000098,PRD000825,SLR00090,2,355.23,710.46
ORD0000099,PRD000986,SLR00442,1,1252.45,1252.45
ORD0000100,PRD001217,SLR00403,1,260.52,260.52
ORD0000101,PRD000092,SLR00400,1,427.66,427.66
ORD0000101,PRD000482,SLR00489,1,124.92,124.92
ORD0000102,PRD000153,SLR00424,1,647.75,647.75
ORD0000102,PRD000300,SLR00578,1,1386.16,1386.16
ORD0000103,PRD001084,SLR00213,1,717.38,717.38
ORD0000104,PRD000625,SLR00477,1,1062.03,1062.03
ORD0000104,PRD000962,SLR00474,3,1311.97,3935.91
ORD0000104,PRD000108,SLR00332,1,964.47,964.47
ORD0000105,PRD001421,SLR00376,1,741.84,741.84
ORD0000105,PRD001347,SLR00462,1,1142.82,1142.82
ORD0000106,PRD000033,SLR00317,1,279.91,279.91
ORD0000106,PRD001450,SLR00172,1,1127.68,1127.68
ORD0000107,PRD001268,SLR00589,3,1207.45,3622.35
ORD0000107,PRD000595,SLR00482,1,450.9,450.9
ORD0000108,PRD001448,SLR00209,1,500.42,500.42
ORD0000109,PRD000355,SLR00581,1,618.19,618.19
ORD0000110,PRD001321,SLR00262,1,503.09,503.09
ORD0000110,PRD000219,SLR00012,2,271.52,543.04
ORD0000111,PRD000252,SLR00562,1,461.79,461.79
ORD0000111,PRD000516,SLR00070,1,2280.44,2280.44
ORD0000112,PRD001130,SLR00393,1,331.74,331.74
ORD0000113,PRD001251,SLR00340,1,377.41,377.41
ORD0000114,PRD000062,SLR00014,1,726.66,726.66
ORD0000115,PRD000056,SLR00434,1,1145.29,1145.29
ORD0000115,PRD000641,SLR00223,3,350.29,1050.87
ORD0000116,PRD001070,SLR00171,1,1576.92,1576.92
ORD0000117,PRD000829,SLR00265,1,1291.7,1291.7
ORD0000117,PRD000965,SLR00323,1,194.65,194.65
ORD0000118,PRD001178,SLR00016,1,387.15,387.15
ORD0000119,PRD000785,SLR00266,1,231.77,231.77
ORD0000119,PRD000645,SLR00580,1,653.36,653.36
ORD0000120,PRD000976,SLR00441,1,181.84,181.84
ORD0000121,PRD000074,SLR00263,3,732.09,2196.27
ORD0000122,PRD000997,SLR00417,1,661.8,661.8
ORD0000123,PRD000605,SLR00055,2,306.87,613.74
ORD0000124,PRD000043,SLR00092,1,377.88,377.88
ORD0000124,PRD000209,SLR00549,1,857.89,857.89
ORD0000124,PRD000019,SLR00411,1,1654.41,1654.41
ORD0000124,PRD000059,SLR00039,2,211.95,423.9
ORD0000125,PRD000442,SLR00127,2,851.91,1703.82
ORD0000126,PRD000949,SLR00591,1,771.11,771.11
ORD0000127,PRD000801,SLR00296,1,1300.84,1300.84
ORD0000127,PRD000997,SLR00417,1,661.8,661.8
ORD0000127,PRD000734,SLR00468,1,807.13,807.13
ORD0000128,PRD000067,SLR00303,1,431.83,431.83
ORD0000129,PRD000057,SLR00573,1,1122.97,1122.97
ORD0000129,PRD001369,SLR00020,1,283.62,283.62
ORD0000129,PRD000546,SLR00354,3,1208.87,3626.61
ORD0000130,PRD000206,SLR00250,1,591.07,591.07
ORD0000130,PRD000174,SLR00071,2,224.13,448.26
ORD0000131,PRD000211,SLR00336,1,733.66,733.66
ORD0000132,PRD000071,SLR00500,1,272.57,272.57
ORD0000133,PRD001380,SLR00377,2,489.46,978.92
ORD0000133,PRD001207,SLR00199,1,796.07,796.07
ORD0000134,PRD000240,SLR00435,1,845.25,845.25
ORD0000134,PRD000207,SLR00578,1,335.66,335.66
ORD0000135,PRD001408,SLR00195,1,188.14,188.14
ORD0000136,PRD001455,SLR00153,1,1136.29,1136.29
ORD0000136,PRD001012,SLR00038,1,168.67,168.67
ORD0000136,PRD001115,SLR00055,1,86.17,86.17
ORD0000137,PRD000460,SLR00578,1,173.36,173.36
ORD0000138,PRD000038,SLR00109,1,1130.0,1130.0
ORD0000138,PRD001168,SLR00215,2,478.0,956.0
ORD0000139,PRD001413,SLR00089,1,681.9,681.9
ORD0000140,PRD000578,SLR00515,3,1022.49,3067.47
ORD0000141,PRD000341,SLR00394,1,2423.53,2423.53
ORD0000142,PRD000451,SLR00271,3,581.19,1743.57
ORD0000143,PRD000906,SLR00573,1,483.19,483.19
ORD0000144,PRD001048,SLR00156,2,1156.02,2312.04
ORD0000145,PRD000216,SLR00300,1,604.22,604.22
ORD0000146,PRD000188,SLR00406,1,623.36,623.36
ORD0000146,PRD001171,SLR00258,1,745.44,745.44
ORD0000147,PRD001429,SLR00540,1,469.17,469.17
ORD0000147,PRD000681,SLR00194,1,605.43,605.43
ORD0000148,PRD000442,SLR00127,2,851.91,1703.82
ORD0000149,PRD000810,SLR00181,1,1514.57,1514.57
ORD0000149,PRD000154,SLR00463,1,1054.7,1054.7
ORD0000150,PRD001381,SLR00372,2,640.86,1281.72
ORD0000151,PRD000648,SLR00474,1,1367.31,1367.31
ORD0000152,PRD000999,SLR00041,1,702.14,702.14
ORD0000152,PRD001330,SLR00004,2,1961.63,3923.26
ORD0000153,PRD000623,SLR00058,1,474.2,474.2
ORD0000153,PRD000639,SLR00034,3,365.6,1096.8
ORD0000154,PRD001245,SLR00173,1,504.88,504.88
ORD0000155,PRD000896,SLR00044,1,1168.37,1168.37
ORD0000155,PRD000076,SLR00506,3,193.9,581.7
ORD0000156,PRD000335,SLR00351,1,576.17,576.17
ORD0000157,PRD000908,SLR00095,2,879.75,1759.5
ORD0000157,PRD001312,SLR00557,3,769.29,2307.87
ORD0000158,PRD001010,SLR00265,1,1456.67,1456.67
ORD0000158,PRD000617,SLR00478,2,829.53,1659.06
ORD0000158,PRD000027,SLR00396,1,848.89,848.89
ORD0000159,PRD001381,SLR00372,2,640.86,1281.72
ORD0000160,PRD000830,SLR00520,1,1338.49,1338.49
ORD0000160,PRD000614,SLR00172,1,990.79,990.79
ORD0000161,PRD001275,SLR00125,1,1222.33,1222.33
ORD0000161,PRD000605,SLR00055,1,306.87,306.87
ORD0000162,PRD000787,SLR00505,1,332.59,332.59
ORD0000162,PRD000491,SLR00263,1,371.77,371.77
ORD0000163,PRD001238,SLR00462,1,1496.29,1496.29
ORD0000164,PRD000020,SLR00314,1,503.8,503.8
ORD0000164,PRD000029,SLR00317,2,626.31,1252.62
ORD0000165,PRD000847,SLR00042,1,220.87,220.87
ORD0000165,PRD000648,SLR00474,3,1367.31,4101.93
ORD0000165,PRD000596,SLR00215,1,660.54,660.54
ORD0000166,PRD000929,SLR00005,1,550.83,550.83
ORD0000167,PRD000371,SLR00093,1,918.75,918.75
ORD0000167,PRD001283,SLR00524,2,236.05,472.1
ORD0000168,PRD001153,SLR00331,1,222.37,222.37
ORD0000168,PRD000457,SLR00492,1,2192.0,2192.0
ORD0000168,PRD000722,SLR00387,1,1426.09,1426.09
ORD0000168,PRD000656,SLR00085,1,392.08,392.08
ORD0000169,PRD001319,SLR00002,1,400.69,400.69
ORD0000169,PRD000390,SLR00022,2,1289.25,2578.5
ORD0000170,PRD001299,SLR00349,2,230.7,461.4
ORD0000171,PRD000876,SLR00159,1,701.83,701.83
ORD0000172,PRD000000,SLR00268,1,853.06,853.06
ORD0000173,PRD000104,SLR00383,1,380.17,380.17
ORD0000174,PRD000014,SLR00366,2,202.01,404.02
ORD0000175,PRD001434,SLR00196,1,344.15,344.15
ORD0000176,PRD001136,SLR00136,1,2106.49,2106.49
ORD0000177,PRD001227,SLR00271,1,250.84,250.84
ORD0000178,PRD000298,SLR00007,1,405.2,405.2
ORD0000178,PRD001459,SLR00341,1,639.51,639.51
ORD0000178,PRD001232,SLR00405,1,1019.84,1019.84
ORD0000179,PRD000562,SLR00482,2,1179.56,2359.12
ORD0000180,PRD000681,SLR00194,1,605.43,605.43
ORD0000181,PRD001478,SLR00171,1,336.68,336.68
ORD0000181,PRD000376,SLR00498,2,164.89,329.78
ORD0000182,PRD000787,SLR00505,1,332.59,332.59
ORD0000182,PRD001474,SLR00117,1,1130.11,1130.11
ORD0000183,PRD000391,SLR00130,1,438.87,438.87
ORD0000184,PRD001328,SLR00042,1,727.74,727.74
ORD0000184,PRD000463,SLR00308,2,784.87,1569.74
ORD0000185,PRD001479,SLR00389,1,558.53,558.53
ORD0000186,PRD000049,SLR00311,1,426.17,426.17
ORD0000187,PRD001386,SLR00150,2,501.17,1002.34
ORD0000187,PRD000843,SLR00465,1,606.98,606.98
ORD0000188,PRD000458,SLR00162,1,405.2,405.2
ORD0000188,PRD000241,SLR00511,1,869.4,869.4
ORD0000189,PRD001111,SLR00220,1,592.38,592.38
ORD0000190,PRD000430,SLR00537,1,281.24,281.24
ORD0000190,PRD000287,SLR00140,1,303.38,303.38
ORD0000191,PRD001211,SLR00377,1,748.85,748.85
ORD0000191,PRD000034,SLR00332,1,335.77,335.77
ORD0000191,PRD000213,SLR00327,1,183.12,183.12
ORD0000192,PRD000861,SLR00430,1,1020.85,1020.85
ORD0000192,PRD000616,SLR00551,1,416.38,416.38
ORD0000192,PRD000770,SLR00018,3,961.68,2885.04
ORD0000193,PRD001178,SLR00016,2,387.15,774.3
ORD0000194,PRD001048,SLR00156,1,1156.02,1156.02
ORD0000195,PRD000558,SLR00332,1,520.49,520.49
ORD0000195,PRD001003,SLR00383,1,650.84,650.84
ORD0000195,PRD001298,SLR00258,1,1097.89,1097.89
ORD0000196,PRD000967,SLR00281,1,224.03,224.03
ORD0000196,PRD000108,SLR00332,1,964.47,964.47
ORD0000197,PRD000750,SLR00570,1,167.81,167.81
ORD0000198,PRD000826,SLR00165,1,1084.85,1084.85
ORD0000199,PRD000180,SLR00584,1,744.06,744.06
ORD0000199,PRD001194,SLR00512,2,735.25,1470.5
ORD0000200,PRD000573,SLR00386,1,413.88,413.88
ORD0000201,PRD001028,SLR00041,1,1400.83,1400.83
ORD0000201,PRD001031,SLR00000,1,740.64,740.64
ORD0000201,PRD000261,SLR00080,1,263.09,263.09
ORD0000202,PRD000873,SLR00436,1,358.76,358.76
ORD0000202,PRD000111,SLR00425,1,347.98,347.98
ORD0000202,PRD001375,SLR00057,1,1829.44,1829.44
ORD0000203,PRD000896,SLR00044,2,1168.37,2336.74
ORD0000203,PRD000480,SLR00123,1,1867.21,1867.21
ORD0000204,PRD000087,SLR00182,2,2187.15,4374.3
ORD0000204,PRD000948,SLR00567,1,1006.04,1006.04
ORD0000205,PRD001067,SLR00093,1,1295.48,1295.48
ORD0000206,PRD000449,SLR00402,1,1971.23,1971.23
ORD0000207,PRD000626,SLR00102,1,507.05,507.05
ORD0000207,PRD000650,SLR00231,2,571.72,1143.44
ORD0000208,PRD000000,SLR00268,3,853.06,2559.18
ORD0000209,PRD000352,SLR00128,1,143.07,143.07
ORD0000210,PRD000807,SLR00549,1,1363.26,1363.26
ORD0000211,PRD000963,SLR00005,1,1439.96,1439.96
ORD0000211,PRD000213,SLR00327,1,183.12,183.12
ORD0000212,PRD001389,SLR00500,1,1760.42,1760.42
ORD0000213,PRD001008,SLR00204,1,444.25,444.25
ORD0000214,PRD001286,SLR00075,1,152.74,152.74
ORD0000215,PRD000690,SLR00351,1,618.99,618.99
ORD0000215,PRD000873,SLR00436,1,358.76,358.76
ORD0000215,PRD000551,SLR00455,1,540.84,540.84
ORD0000216,PRD001060,SLR00474,2,1006.6,2013.2
ORD0000216,PRD000282,SLR00420,1,925.73,925.73
ORD0000216,PRD000825,SLR00090,1,355.23,355.23
ORD0000217,PRD001293,SLR00190,1,190.03,190.03
ORD0000218,PRD000108,SLR00332,2,964.47,1928.94
ORD0000218,PRD000826,SLR00165,1,1084.85,1084.85
ORD0000219,PRD000298,SLR00007,1,405.2,405.2
ORD0000220,PRD001230,SLR00069,1,849.95,849.95
ORD0000221,PRD000743,SLR00515,1,486.99,486.99
ORD0000222,PRD000035,SLR00359,1,387.79,387.79
ORD0000223,PRD001113,SLR00237,1,943.28,943.28
ORD0000223,PRD000514,SLR00343,2,1309.5,2619.0
ORD0000223,PRD000600,SLR00461,1,140.22,140.22
ORD0000223,PRD000816,SLR00314,1,722.98,722.98
ORD0000224,PRD000699,SLR00433,2,1287.72,2575.44
ORD0000224,PRD001065,SLR00496,1,641.66,641.66
ORD0000225,PRD001246,SLR00599,1,593.75,593.75
ORD0000226,PRD000767,SLR00112,1,341.3,341.3
ORD0000226,PRD000807,SLR00549,1,1363.26,1363.26
ORD0000227,PRD000713,SLR00512,1,399.27,399.27
ORD0000227,PRD001288,SLR00059,1,1182.12,1182.12
ORD0000228,PRD000832,SLR00051,1,304.33,304.33
ORD0000229,PRD000795,SLR00489,2,676.15,1352.3
ORD0000230,PRD000447,SLR00250,3,1220.35,3661.05
ORD0000230,PRD001481,SLR00127,1,425.01,425.01
ORD0000231,PRD000646,SLR00539,1,761.97,761.97
ORD0000232,PRD000315,SLR00268,1,442.28,442.28
ORD0000232,PRD000513,SLR00258,2,534.9,1069.8
ORD0000232,PRD000316,SLR00399,1,1526.11,1526.11
ORD0000232,PRD001417,SLR00109,2,276.53,553.06
ORD0000233,PRD000257,SLR00128,2,307.88,615.76
ORD0000234,PRD000781,SLR00327,2,236.67,473.34
ORD0000235,PRD000678,SLR00391,1,286.46,286.46
ORD0000235,PRD000993,SLR00025,1,328.79,328.79
ORD0000235,PRD001119,SLR00340,1,429.22,429.22
ORD0000236,PRD000529,SLR00552,1,401.63,401.63
ORD0000237,PRD000594,SLR00333,1,293.46,293.46
ORD0000238,PRD000376,SLR00498,2,164.89,329.78
ORD0000239,PRD000240,SLR00435,1,845.25,845.25
ORD0000240,PRD000335,SLR00351,2,576.17,1152.34
ORD0000241,PRD000664,SLR00372,1,552.83,552.83
ORD0000241,PRD000258,SLR00018,1,203.14,203.14
ORD0000242,PRD001459,SLR00341,1,639.51,639.51
ORD0000242,PRD000996,SLR00239,1,1559.38,1559.38
ORD0000243,PRD000783,SLR00373,1,242.81,242.81
ORD0000244,PRD000015,SLR00058,1,712.51,712.51
ORD0000244,PRD001308,SLR00224,2,1300.45,2600.9
ORD0000245,PRD000102,SLR00412,1,1327.37,1327.37
ORD0000245,PRD000054,SLR00155,1,818.51,818.51
ORD0000245,PRD000882,SLR00581,1,1233.38,1233.38
ORD0000245,PRD000188,SLR00406,3,623.36,1870.08
ORD0000246,PRD001032,SLR00108,1,1122.23,1122.23
ORD0000247,PRD000237,SLR00168,1,467.48,467.48
ORD0000247,PRD000660,SLR00360,2,868.8,1737.6
ORD0000248,PRD000549,SLR00090,2,1875.03,3750.06
ORD0000249,PRD001317,SLR00334,1,647.9,647.9
ORD0000250,PRD001053,SLR00048,1,613.54,613.54
ORD0000251,PRD000133,SLR00256,1,2551.72,2551.72
ORD0000252,PRD001014,SLR00412,1,767.92,767.92
ORD0000252,PRD001012,SLR00038,1,168.67,168.67
ORD0000252,PRD000538,SLR00587,1,635.39,635.39
ORD0000253,PRD000562,SLR00482,2,1179.56,2359.12
ORD0000254,PRD001294,SLR00481,1,420.85,420.85
ORD0000255,PRD000688,SLR00385,1,383.35,383.35
ORD0000256,PRD001285,SLR00306,1,631.09,631.09
ORD0000257,PRD000731,SLR00035,1,183.75,183.75
ORD0000258,PRD000468,SLR00194,1,174.06,174.06
ORD0000259,PRD000379,SLR00382,1,213.6,213.6
ORD0000260,PRD000835,SLR00238,1,258.21,258.21
ORD0000261,PRD000246,SLR00578,1,1195.45,1195.45
ORD0000262,PRD000036,SLR00240,1,850.09,850.09
ORD0000263,PRD001474,SLR00117,1,1130.11,1130.11
ORD0000264,PRD001125,SLR00433,1,223.12,223.12
ORD0000265,PRD000045,SLR00599,1,875.81,875.81
ORD0000266,PRD000055,SLR00321,1,294.24,294.24
ORD0000266,PRD000505,SLR00563,1,891.03,891.03
ORD0000266,PRD000400,SLR00262,1,454.86,454.86
ORD0000267,PRD001179,SLR00258,1,209.14,209.14
ORD0000268,PRD000657,SLR00576,1,769.13,769.13
ORD0000269,PRD001421,SLR00376,3,741.84,2225.52
ORD0000269,PRD000235,SLR00547,2,1050.89,2101.78
ORD0000270,PRD000508,SLR00546,1,813.69,813.69
ORD0000270,PRD001406,SLR00085,2,670.81,1341.62
ORD0000270,PRD000963,SLR00005,2,1439.96,2879.92
ORD0000271,PRD000170,SLR00318,1,437.36,437.36
ORD0000272,PRD001440,SLR00252,2,294.07,588.14
ORD0000273,PRD000310,SLR00238,3,281.29,843.87
ORD0000274,PRD000510,SLR00218,1,481.17,481.17
ORD0000275,PRD001123,SLR00452,2,1350.85,2701.7
ORD0000276,PRD000820,SLR00235,2,1147.21,2294.42
ORD0000276,PRD000535,SLR00477,2,156.6,313.2
ORD0000277,PRD000815,SLR00026,1,778.09,778.09
ORD0000278,PRD000746,SLR00596,1,857.77,857.77
ORD0000278,PRD001127,SLR00200,1,610.62,610.62
ORD0000279,PRD000270,SLR00228,1,490.5,490.5
ORD0000280,PRD000981,SLR00412,1,1685.76,1685.76
ORD0000280,PRD000299,SLR00402,2,440.95,881.9
ORD0000281,PRD001333,SLR00141,3,197.54,592.62
ORD0000281,PRD001414,SLR00154,1,1341.26,1341.26
