order_id,delivery_days,on_time
ORD0000283,1.49,True
ORD0000284,4.46,True
ORD0000285,5.27,True
ORD0000286,3.71,True
ORD0000287,2.92,True
ORD0000288,5.32,True
ORD0000289,4.35,True
ORD0000290,1.98,True
ORD0000291,2.47,True
ORD0000292,2.38,True
ORD0000293,1.65,False
ORD0000294,2.63,True
ORD0000295,1.62,True
ORD0000296,1.91,True
ORD0000297,2.74,True
ORD0000298,4.96,True
ORD0000299,4.54,True
ORD0000300,3.9,True
ORD0000301,3.42,True
ORD0000302,1.57,True
ORD0000303,4.59,True
ORD0000304,5.11,True
ORD0000305,5.19,True
ORD0000306,4.94,True
ORD0000307,5.21,False
ORD0000308,3.38,True
ORD0000309,4.98,True
ORD0000310,1.89,True
ORD0000311,2.8,True
ORD0000312,5.9,True
ORD0000313,3.79,True
ORD0000314,1.7,True
ORD0000315,4.99,True
ORD0000316,6.05,True
ORD0000317,2.03,True
ORD0000318,1.79,False
ORD0000319,4.28,True
ORD0000320,3.46,True
ORD0000321,4.52,True
ORD0000322,5.3,False
ORD0000323,3.96,True
ORD0000324,1.79,True
ORD0000325,4.61,True
ORD0000326,4.08,True
ORD0000327,4.24,True
ORD0000328,4.08,False
ORD0000329,5.15,True
ORD0000330,3.95,True
ORD0000331,5.27,True
ORD0000332,4.75,True
ORD0000333,4.77,True
ORD0000334,5.12,True
ORD0000335,4.4,True
ORD0000336,4.27,True
ORD0000337,2.97,True
ORD0000338,5.33,True
ORD0000339,3.58,False
ORD0000340,5.35,True
ORD0000341,1.88,True
ORD0000342,3.81,True
ORD0000343,3.6,True
ORD0000344,5.09,True
ORD0000345,1.98,False
ORD0000346,3.51,True
ORD0000347,1.25,False
ORD0000348,4.41,True
ORD0000349,5.69,True
ORD0000350,1.25,False
ORD0000351,2.97,True
ORD0000352,5.48,False
ORD0000353,4.45,False
ORD0000354,6.09,True
ORD0000355,4.04,True
ORD0000356,5.51,True
ORD0000357,5.0,True
ORD0000358,3.67,True
ORD0000359,4.25,True
ORD0000360,5.81,True
ORD0000361,1.1,True
ORD0000362,5.9,False
ORD0000363,5.32,True
ORD0000364,3.86,True
ORD0000365,5.45,True
ORD0000366,1.95,True
ORD0000367,4.56,True
ORD0000368,3.01,True
ORD0000369,4.97,True
ORD0000370,2.11,False
ORD0000371,5.13,True
ORD0000372,1.95,True
ORD0000373,1.48,True
ORD0000374,5.5,True
ORD0000375,5.54,True
ORD0000376,2.5,True
ORD0000377,3.86,True
ORD0000378,3.04,True
ORD0000379,6.02,True
ORD0000380,0.98,True
ORD0000381,4.87,True
ORD0000382,3.91,True
ORD0000383,5.46,True
ORD0000384,4.94,False
ORD0000385,1.47,True
ORD0000386,3.16,True
ORD0000387,3.75,True
ORD0000388,1.87,False
ORD0000389,5.71,True
ORD0000390,3.75,True
ORD0000391,5.21,True
ORD0000392,5.09,True
ORD0000393,4.07,True
ORD0000394,4.28,True
ORD0000395,5.22,False
ORD0000396,2.09,False
ORD0000397,1.83,True
ORD0000398,1.59,False
ORD0000399,4.83,False
ORD0000400,1.52,True
ORD0000401,3.45,False
ORD0000402,4.89,True
ORD0000403,3.72,True
ORD0000404,4.56,True
ORD0000405,1.31,True
ORD0000406,2.45,True
ORD0000407,4.37,False
ORD0000408,4.35,True
ORD0000409,5.29,True
ORD0000410,4.37,True
ORD0000411,6.39,True
ORD0000412,4.81,True
ORD0000413,1.66,True
ORD0000414,5.29,True
ORD0000415,5.17,True
ORD0000416,3.29,True
ORD0000417,2.4,True
ORD0000418,2.43,False
ORD0000419,3.14,True
ORD0000420,5.26,True
ORD0000421,5.37,True
ORD0000422,2.94,False
ORD0000423,5.04,True
ORD0000424,1.46,True
ORD0000425,2.35,True
ORD0000426,1.69,True
ORD0000427,5.65,True
ORD0000428,4.77,True
ORD0000429,1.87,True
ORD0000430,5.32,True
ORD0000431,6.1,True
ORD0000432,3.87,True
ORD0000433,3.49,False
ORD0000434,4.83,True
ORD0000435,5.15,True
ORD0000436,4.04,True
ORD0000437,3.98,False
ORD0000438,1.64,True
ORD0000439,1.5,True
ORD0000440,4.14,True
ORD0000441,4.79,True
ORD0000442,5.05,True
ORD0000443,3.36,True
ORD0000444,5.68,True
ORD0000445,3.89,False
ORD0000446,5.36,True
ORD0000447,2.77,True
ORD0000448,3.85,True
ORD0000449,5.1,True
ORD0000450,2.81,True
ORD0000451,0.94,False
ORD0000452,4.93,False
ORD0000453,5.25,True
ORD0000454,1.23,True
ORD0000455,5.68,True
ORD0000456,2.49,True
ORD0000457,2.34,False
ORD0000458,5.98,True
ORD0000459,5.54,True
ORD0000460,5.7,True
ORD0000461,2.0,True
ORD0000462,4.26,True
ORD0000463,3.41,True
ORD0000464,1.95,True
ORD0000465,4.5,True
ORD0000466,3.8,True
ORD0000467,5.01,True
ORD0000468,4.26,True
ORD0000469,2.61,True
ORD0000470,4.37,True
ORD0000471,2.89,True
ORD0000472,1.74,True
ORD0000473,5.98,True
ORD0000474,4.7,True
ORD0000475,4.5,True
ORD0000476,1.83,False
ORD0000477,4.04,True
ORD0000478,1.57,True
ORD0000479,2.64,True
ORD0000480,4.16,True
ORD0000481,2.59,True
ORD0000482,2.31,True
ORD0000483,4.81,False
ORD0000484,4.84,True
ORD0000485,4.51,False
ORD0000486,5.51,True
ORD0000487,3.01,True
ORD0000488,1.63,True
ORD0000489,4.8,True
ORD0000490,0.8,True
ORD0000491,3.48,True
ORD0000492,5.45,True
ORD0000493,4.87,False
ORD0000494,3.99,True
ORD0000495,4.25,True
ORD0000496,2.16,True
ORD0000497,1.65,False
ORD0000498,5.42,True
ORD0000499,3.74,True
ORD0000500,2.65,True
ORD0000501,1.05,True
ORD0000502,3.9,True
ORD0000503,2.88,True
ORD0000504,4.05,True
ORD0000505,5.41,True
ORD0000506,5.58,True
ORD0000507,4.47,True
ORD0000508,4.54,True
ORD0000509,3.13,True
ORD0000510,3.33,True
ORD0000511,2.21,True
ORD0000512,0.91,False
ORD0000513,4.86,True
ORD0000514,5.58,True
ORD0000515,2.16,True
ORD0000516,5.38,False
ORD0000517,2.43,True
ORD0000518,4.44,True
ORD0000519,1.6,True
ORD0000520,1.95,True
ORD0000521,2.57,True
ORD0000522,2.68,False
ORD0000523,4.06,True
ORD0000524,3.7,True
ORD0000525,1.59,True
ORD0000526,2.63,True
ORD0000527,5.13,True
ORD0000528,2.01,False
ORD0000529,4.04,True
ORD0000530,3.26,True
ORD0000531,5.22,True
ORD0000532,4.61,False
ORD0000533,1.73,True
ORD0000534,2.42,True
ORD0000535,5.17,False
ORD0000536,5.43,True
ORD0000537,4.52,True
ORD0000538,5.86,True
ORD0000539,3.98,True
ORD0000540,2.05,True
ORD0000541,4.77,True
ORD0000542,3.77,True
ORD0000543,5.2,True
ORD0000544,1.69,True
ORD0000545,4.62,True
ORD0000546,2.94,True
ORD0000547,4.95,True
ORD0000548,2.25,True
ORD0000549,2.59,True
ORD0000550,4.95,True
ORD0000551,0.88,False
ORD0000552,2.59,True
ORD0000553,4.77,True
ORD0000554,5.71,True
ORD0000555,3.44,True
ORD0000556,4.36,True
ORD0000557,4.51,True
ORD0000558,4.46,True
ORD0000559,6.05,True
ORD0000560,1.56,True
ORD0000561,6.64,False
ORD0000562,1.12,True
ORD0000563,4.3,True
ORD0000564,2.79,True
ORD0000565,4.74,True
ORD0000566,4.9,True
ORD0000567,5.67,True
ORD0000568,1.3,True
ORD0000569,6.13,True
ORD0000570,4.03,True
ORD0000571,3.84,True
ORD0000572,3.22,True
ORD0000573,3.21,True
ORD0000574,6.25,True
ORD0000575,2.21,True
ORD0000576,1.39,True
ORD0000577,5.11,True
ORD0000578,5.05,True
ORD0000579,1.33,True
ORD0000580,1.36,True
ORD0000581,2.04,True
ORD0000582,4.95,True
ORD0000583,3.76,True
ORD0000584,2.49,True
ORD0000585,1.29,True
ORD0000586,4.44,True
ORD0000587,3.08,True
ORD0000588,3.86,True
ORD0000589,4.1,True
ORD0000590,4.99,True
ORD0000591,4.36,True
ORD0000592,1.9,True
ORD0000593,2.61,True
ORD0000594,4.24,True
ORD0000595,2.43,True
ORD0000596,2.31,True
ORD0000597,5.47,True
ORD0000598,1.96,True
ORD0000599,5.22,True
ORD0000600,5.48,True
ORD0000601,2.74,True
ORD0000602,2.45,True
ORD0000603,2.36,True
ORD0000604,1.94,True
ORD0000605,3.02,True
ORD0000606,5.11,True
ORD0000607,5.4,True
ORD0000608,1.71,True
ORD0000609,1.66,True
ORD0000610,1.14,True
ORD0000611,3.28,True
ORD0000612,2.19,True
ORD0000613,2.36,True
ORD0000614,5.17,True
ORD0000615,2.67,True
ORD0000616,3.91,True
ORD0000617,5.03,False
ORD0000618,4.71,True
ORD0000619,0.89,False
ORD0000620,2.72,True
ORD0000621,4.95,True
ORD0000622,4.83,True
ORD0000623,5.68,True
ORD0000624,1.9,True
ORD0000625,4.75,False
ORD0000626,3.89,True
ORD0000627,5.22,True
ORD0000628,2.39,True
ORD0000629,3.47,True
ORD0000630,0.92,True
ORD0000631,3.13,True
ORD0000632,4.61,True
ORD0000633,4.71,True
ORD0000634,2.03,True
ORD0000635,4.71,False
ORD0000636,3.91,True
ORD0000637,1.93,True
ORD0000638,5.01,True
ORD0000639,4.81,False
ORD0000640,4.4,True
ORD0000641,4.9,False
ORD0000642,5.26,False
ORD0000643,3.08,True
ORD0000644,3.27,True
ORD0000645,4.86,True
ORD0000646,4.88,True
ORD0000647,4.33,True
ORD0000648,2.31,False
ORD0000649,4.05,True
ORD0000650,4.86,False
ORD0000651,2.08,True
ORD0000652,4.38,True
ORD0000653,6.31,True
ORD0000654,2.4,False
ORD0000655,3.99,False
ORD0000656,4.95,True
ORD0000657,2.48,True
ORD0000658,2.04,True
ORD0000659,5.04,True
ORD0000660,2.24,True
ORD0000661,4.43,True
ORD0000662,1.4,False
ORD0000663,1.3,True
ORD0000664,1.35,False
ORD0000665,1.9,True
ORD0000666,4.49,True
ORD0000667,1.77,True
ORD0000668,4.0,False
ORD0000669,5.01,True
ORD0000670,4.38,False
ORD0000671,3.94,True
ORD0000672,4.52,True
ORD0000673,5.73,True
ORD0000674,2.13,True
ORD0000675,4.94,True
ORD0000676,4.08,True
ORD0000677,4.51,True
ORD0000678,2.03,True
ORD0000679,6.14,True
ORD0000680,2.01,True
ORD0000681,4.99,True
ORD0000682,1.66,False
ORD0000683,6.17,False
ORD0000684,5.01,True
ORD0000685,5.4,True
ORD0000686,4.71,True
ORD0000687,2.01,True
ORD0000688,4.46,True
ORD0000689,1.44,True
ORD0000690,3.37,True
ORD0000691,2.24,True
ORD0000692,4.44,True
ORD0000693,1.4,True
ORD0000694,2.55,False
ORD0000695,1.88,True
ORD0000696,4.65,False
ORD0000697,5.8,True
ORD0000698,4.72,True
ORD0000699,5.22,True
ORD0000700,5.24,True
ORD0000701,3.14,True
ORD0000702,2.25,True
ORD0000703,1.13,True
ORD0000704,5.35,True
ORD0000705,3.63,True
ORD0000706,4.07,True
ORD0000707,2.26,True
ORD0000708,4.71,True
ORD0000709,5.05,False
ORD0000710,4.23,True
ORD0000711,5.37,True
ORD0000712,6.03,True
ORD0000713,5.37,True
ORD0000714,5.86,True
ORD0000715,2.3,True
ORD0000716,5.34,True
ORD0000717,4.72,True
ORD0000718,4.31,True
ORD0000719,5.39,True
ORD0000720,4.43,True
ORD0000721,5.09,False
ORD0000722,5.18,True
ORD0000723,4.98,True
ORD0000724,4.96,True
ORD0000725,4.9,True
ORD0000726,1.68,True
ORD0000727,4.06,False
ORD0000728,3.94,True
ORD0000729,5.21,True
ORD0000730,2.65,False
ORD0000731,3.82,True
ORD0000732,5.82,True
ORD0000733,4.71,True
ORD0000734,4.63,True
ORD0000735,3.61,False
ORD0000736,1.35,True
ORD0000737,4.21,False
ORD0000738,1.63,True
ORD0000739,3.23,False
ORD0000740,3.68,True
ORD0000741,3.38,True
ORD0000742,4.98,True
ORD0000743,4.63,True
ORD0000744,1.67,True
ORD0000745,5.88,False
ORD0000746,2.48,False
ORD0000747,4.6,True
ORD0000748,1.27,True
ORD0000749,4.18,True
ORD0000750,5.34,True
ORD0000751,4.01,True
ORD0000752,4.28,True
ORD0000753,4.39,True
ORD0000754,4.75,True
ORD0000755,0.92,True
ORD0000756,4.47,True
ORD0000757,4.07,True
ORD0000758,4.1,False
ORD0000759,4.87,True
ORD0000760,5.21,True
ORD0000761,5.13,True
ORD0000762,1.37,True
ORD0000763,1.59,True
ORD0000764,2.04,True
ORD0000765,5.58,True
ORD0000766,4.7,True
ORD0000767,4.94,True
ORD0000768,5.14,False
ORD0000769,2.36,True
ORD0000770,1.5,False
ORD0000771,3.44,True
ORD0000772,1.51,True
ORD0000773,4.57,True
ORD0000774,4.34,True
ORD0000775,1.57,True
ORD0000776,1.6,False
ORD0000777,4.5,False
ORD0000778,4.39,True
ORD0000779,5.34,True
ORD0000780,4.8,True
ORD0000781,5.62,True
ORD0000782,4.93,True
ORD0000783,4.29,True
ORD0000784,1.82,True
ORD0000785,2.69,True
ORD0000786,2.74,True
ORD0000787,2.46,False
ORD0000788,6.19,True
ORD0000789,2.25,True
ORD0000790,3.4,False
ORD0000791,2.77,False
ORD0000792,1.59,True
ORD0000793,1.53,True
ORD0000794,5.89,True
ORD0000795,3.83,True
ORD0000796,4.35,True
ORD0000797,5.12,True
ORD0000798,1.8,True
ORD0000799,4.46,True
ORD0000800,1.18,False
ORD0000801,1.87,True
ORD0000802,1.92,True
ORD0000803,2.18,True
ORD0000804,4.21,True
ORD0000805,4.58,True
ORD0000806,2.42,True
ORD0000807,4.83,True
ORD0000808,3.22,True
ORD0000809,4.71,True
ORD0000810,6.11,True
ORD0000811,2.44,True
ORD0000812,2.16,False
ORD0000813,2.65,True
ORD0000814,4.61,True
ORD0000815,5.21,True
ORD0000816,4.12,True
ORD0000817,2.05,True
ORD0000818,4.99,True
ORD0000819,3.4,True
ORD0000820,2.41,True
ORD0000821,4.57,True
ORD0000822,3.6,True
ORD0000823,4.38,True
ORD0000824,2.6,False
ORD0000825,4.48,True
ORD0000826,3.57,True
ORD0000827,2.74,True
ORD0000828,2.42,True
ORD0000829,5.92,False
ORD0000830,4.08,True
ORD0000831,1.86,True
ORD0000832,5.37,True
ORD0000833,5.91,True
ORD0000834,4.56,True
ORD0000835,3.59,True
ORD0000836,5.51,False
ORD0000837,1.84,True
ORD0000838,4.44,True
ORD0000839,1.46,True
ORD0000840,1.83,True
ORD0000841,3.98,True
ORD0000842,4.13,False
ORD0000843,5.51,True
ORD0000844,5.06,True
ORD0000845,2.53,True
ORD0000846,2.92,False
ORD0000847,1.4,True
ORD0000848,5.19,True
ORD0000849,2.38,True
ORD0000850,2.84,False
ORD0000851,4.02,True
ORD0000852,1.43,True
ORD0000853,2.46,True
ORD0000854,3.88,True
ORD0000855,1.9,True
ORD0000856,2.24,True
ORD0000857,3.8,True
ORD0000858,4.4,True
ORD0000859,4.31,True
ORD0000860,3.77,True
ORD0000861,5.28,True
ORD0000862,5.71,True
ORD0000863,2.01,True
ORD0000864,2.5,True
ORD0000865,3.91,True
ORD0000866,4.78,True
ORD0000867,5.27,True
ORD0000868,5.52,True
ORD0000869,3.69,False
ORD0000870,1.96,True
ORD0000871,5.63,True
ORD0000872,1.41,True
ORD0000873,4.81,False
ORD0000874,5.65,True
ORD0000875,5.42,True
ORD0000876,2.59,True
ORD0000877,4.26,True
ORD0000878,5.11,True
ORD0000879,4.47,True
ORD0000880,4.69,True
ORD0000881,0.91,False
ORD0000882,3.15,True
ORD0000883,1.74,True
ORD0000884,4.22,True
ORD0000885,2.59,False
ORD0000886,4.6,True
ORD0000887,4.75,True
ORD0000888,4.28,False
ORD0000889,1.67,True
ORD0000890,5.13,True
ORD0000891,2.6,True
ORD0000892,2.34,True
ORD0000893,3.53,True
ORD0000894,1.9,False
ORD0000895,5.05,True
ORD0000896,4.05,True
ORD0000897,4.0,True
ORD0000898,5.96,True
ORD0000899,5.84,True
ORD0000900,3.35,True
ORD0000901,2.44,True
ORD0000902,3.24,True
ORD0000903,4.68,True
ORD0000904,3.52,True
ORD0000905,1.97,True
ORD0000906,3.44,True
ORD0000907,3.89,True
ORD0000908,3.32,True
ORD0000909,3.48,True
ORD0000910,5.21,True
ORD0000911,2.38,True
ORD0000912,2.52,True
ORD0000913,3.3,True
ORD0000914,6.04,True
ORD0000915,4.97,True
ORD0000916,4.4,True
ORD0000917,2.11,True
ORD0000918,3.5,True
ORD0000919,4.02,True
ORD0000920,1.86,False
ORD0000921,5.45,True
ORD0000922,4.81,False
ORD0000923,4.31,True
ORD0000924,1.59,True
ORD0000925,5.23,True
ORD0000926,4.04,True
ORD0000927,4.76,True
ORD0000928,4.6,True
ORD0000929,2.99,True
ORD0000930,2.06,True
ORD0000931,2.24,True
ORD0000932,4.7,False
ORD0000933,5.73,True
ORD0000934,2.51,False
ORD0000935,2.21,True
ORD0000936,1.55,True
ORD0000937,4.01,True
ORD0000938,2.3,True
ORD0000939,5.84,True
ORD0000940,5.24,True
ORD0000941,3.65,True
ORD0000942,4.7,True
ORD0000943,5.44,True
ORD0000944,4.38,True
ORD0000945,4.14,False
ORD0000946,3.53,True
ORD0000947,4.08,True
ORD0000948,5.33,True
ORD0000949,1.79,True
ORD0000950,2.43,True
ORD0000951,4.33,True
ORD0000952,4.42,True
ORD0000953,1.55,True
ORD0000954,4.21,False
ORD0000955,0.88,True
ORD0000956,3.95,False
ORD0000957,5.34,True
ORD0000958,5.13,True
ORD0000959,4.4,False
ORD0000960,2.69,False
ORD0000961,5.48,True
ORD0000962,3.73,True
ORD0000963,4.54,False
ORD0000964,2.27,True
ORD0000965,4.7,True
ORD0000966,3.94,True
ORD0000967,3.03,True
ORD0000968,1.78,True
ORD0000969,4.36,False
ORD0000970,2.1,False
ORD0000971,5.62,True
ORD0000972,2.93,True
ORD0000973,2.39,True
ORD0000974,4.56,True
ORD0000975,5.53,True
ORD0000976,4.06,False
ORD0000977,3.67,True
ORD0000978,4.65,False
ORD0000979,4.14,True
ORD0000980,1.78,True
ORD0000981,4.64,True
ORD0000982,5.41,True
ORD0000983,4.37,True
ORD0000984,3.93,True
ORD0000985,1.39,True
ORD0000986,2.48,True
ORD0000987,4.9,True
ORD0000988,4.01,True
ORD0000989,4.82,True
ORD0000990,4.61,True
ORD0000991,2.22,True
ORD0000992,2.36,True
ORD0000993,2.24,True
ORD0000994,5.54,True
ORD0000995,3.59,True
ORD0000996,5.94,False
ORD0000997,2.23,False
ORD0000998,1.81,True
ORD0000999,3.0,True
ORD0001000,4.2,True
ORD0001001,5.95,True
ORD0001002,3.84,True
ORD0001003,5.27,True
ORD0001004,3.34,False
ORD0001005,4.81,True
ORD0001006,2.83,True
ORD0001007,5.14,True
ORD0001008,5.42,True
ORD0001009,6.14,True
ORD0001010,5.25,False
ORD0001011,5.74,True
ORD0001012,2.93,True
ORD0001013,3.74,True
ORD0001014,4.02,True
ORD0001015,1.55,False
ORD0001016,2.71,True
ORD0001017,2.39,True
ORD0001018,2.01,True
ORD0001019,4.75,True
ORD0001020,5.0,True
ORD0001021,4.14,True
ORD0001022,2.2,True
ORD0001023,4.18,True
ORD0001024,1.79,True
ORD0001025,2.02,True
ORD0001026,3.75,True
ORD0001027,4.34,True
ORD0001028,2.18,True
ORD0001029,5.39,True
ORD0001030,4.29,True
ORD0001031,4.23,True
ORD0001032,2.76,True
ORD0001033,5.67,True
ORD0001034,3.91,True
ORD0001035,2.91,True
ORD0001036,4.41,False
ORD0001037,4.5,True
ORD0001038,1.73,False
ORD0001039,4.24,False
ORD0001040,3.59,False
ORD0001041,4.67,False
ORD0001042,5.51,True
ORD0001043,2.77,True
ORD0001044,3.58,True
ORD0001045,4.96,False
ORD0001046,1.32,True
ORD0001047,5.16,True
ORD0001048,2.72,True
ORD0001049,3.9,True
ORD0001050,1.65,True
ORD0001051,1.78,False
ORD0001052,4.29,True
ORD0001053,4.02,True
ORD0001054,6.0,True
ORD0001055,2.36,True
ORD0001056,3.39,True
ORD0001057,4.69,True
ORD0001058,4.03,True
ORD0001059,5.84,True
ORD0001060,3.22,True
ORD0001061,4.32,True
ORD0001062,3.4,True
ORD0001063,5.86,True
ORD0001064,5.62,False
ORD0001065,2.14,True
ORD0001066,4.61,True
ORD0001067,3.16,True
ORD0001068,4.91,True
ORD0001069,5.37,True
ORD0001070,2.7,True
ORD0001071,3.74,True
ORD0001072,1.49,True
ORD0001073,4.77,True
