order_id,customer_id,order_date,status
ORD0000177,CUST005595,2025-08-05 09:33:18,delivered
ORD0000178,CUST002250,2024-11-22 16:24:45,delivered
ORD0000179,CUST007111,2025-01-01 17:29:33,delivered
ORD0000180,CUST004770,2025-01-14 18:11:36,delivered
ORD0000181,CUST005416,2024-11-03 17:48:25,delivered
ORD0000182,CUST002681,2024-11-16 19:52:34,delivered
ORD0000183,CUST006159,2024-07-13 08:18:19,delivered
ORD0000184,CUST001401,2025-08-24 06:12:34,delivered
ORD0000185,CUST003407,2024-02-13 12:50:54,delivered
ORD0000186,CUST006761,2025-02-23 16:55:41,delivered
ORD0000187,CUST007941,2025-04-17 11:48:35,delivered
ORD0000188,CUST001043,2025-02-16 16:52:48,returned
ORD0000189,CUST006583,2025-04-20 16:27:47,delivered
ORD0000190,CUST005363,2024-06-05 05:10:23,delivered
ORD0000191,CUST005363,2025-01-29 15:16:37,delivered
ORD0000192,CUST003018,2024-01-26 05:04:35,delivered
ORD0000193,CUST000391,2024-11-20 13:53:18,delivered
ORD0000194,CUST004819,2025-10-09 05:26:20,delivered
ORD0000195,CUST006879,2025-02-13 13:18:54,delivered
ORD0000196,CUST005984,2024-01-15 15:48:55,returned
ORD0000197,CUST001285,2025-11-08 06:17:26,delivered
ORD0000198,CUST006363,2024-06-03 21:35:17,delivered
ORD0000199,CUST005127,2024-07-07 07:54:01,delivered
ORD0000200,CUST006589,2024-04-07 00:35:48,delivered
ORD0000201,CUST004109,2025-02-04 17:11:43,delivered
ORD0000202,CUST002434,2024-06-02 09:51:46,delivered
ORD0000203,CUST000641,2024-12-11 07:12:00,delivered
ORD0000204,CUST001045,2024-01-23 18:06:25,delivered
ORD0000205,CUST004320,2025-02-05 05:45:50,delivered
ORD0000206,CUST006378,2024-11-06 20:00:01,delivered
ORD0000207,CUST007508,2024-10-11 08:17:30,delivered
ORD0000208,CUST004037,2024-07-13 17:42:51,delivered
ORD0000209,CUST003047,2025-09-13 18:10:22,delivered
ORD0000210,CUST006854,2025-03-19 15:50:30,delivered
ORD0000211,CUST001157,2024-06-12 17:44:36,delivered
ORD0000212,CUST003249,2025-11-12 02:10:32,delivered
ORD0000213,CUST003627,2024-12-27 03:51:35,delivered
ORD0000214,CUST001543,2024-03-09 11:46:13,delivered
ORD0000215,CUST000791,2025-12-23 17:21:22,delivered
ORD0000216,CUST005658,2025-09-14 10:32:01,delivered
ORD0000217,CUST000436,2024-05-24 08:33:41,delivered
ORD0000218,CUST005170,2025-06-15 17:59:39,delivered
ORD0000219,CUST006043,2024-08-09 15:09:31,delivered
ORD0000220,CUST003514,2025-05-17 00:28:19,cancelled
ORD0000221,CUST006135,2024-11-11 22:59:33,delivered
ORD0000222,CUST004676,2024-06-11 12:19:38,delivered
ORD0000223,CUST006098,2025-10-07 11:18:32,delivered
ORD0000224,CUST007448,2025-12-01 22:31:05,delivered
ORD0000225,CUST007211,2025-03-15 22:16:07,delivered
ORD0000226,CUST004782,2024-05-04 21:48:47,delivered
ORD0000227,CUST007798,2024-05-12 19:17:00,delivered
ORD0000228,CUST004460,2024-10-15 12:25:08,delivered
ORD0000229,CUST003959,2025-01-17 04:39:54,delivered
ORD0000230,CUST004364,2025-01-13 20:34:58,delivered
ORD0000231,CUST001716,2025-04-29 02:17:53,delivered
ORD0000232,CUST003636,2024-01-19 16:16:39,delivered
ORD0000233,CUST003364,2025-01-13 15:10:57,delivered
ORD0000234,CUST007870,2024-09-09 07:37:33,delivered
ORD0000235,CUST007361,2024-11-30 08:29:57,delivered
ORD0000236,CUST005490,2024-11-16 23:04:42,delivered
ORD0000237,CUST005671,2025-05-02 10:12:49,delivered
ORD0000238,CUST004173,2025-07-22 12:24:23,delivered
ORD0000239,CUST000188,2025-08-14 12:03:12,delivered
ORD0000240,CUST005726,2025-12-16 07:04:37,delivered
ORD0000241,CUST007557,2024-05-10 11:43:03,delivered
ORD0000242,CUST007192,2025-10-09 20:50:09,returned
ORD0000243,CUST007782,2024-08-22 21:35:04,delivered
ORD0000244,CUST005421,2025-09-16 08:37:46,delivered
ORD0000245,CUST002718,2024-09-12 17:47:20,returned
ORD0000246,CUST002405,2025-07-30 17:06:11,delivered
ORD0000247,CUST007887,2024-01-20 11:24:45,delivered
ORD0000248,CUST005054,2025-06-07 03:28:48,delivered
ORD0000249,CUST003930,2025-01-28 05:24:05,delivered
ORD0000250,CUST003165,2025-09-30 11:42:39,delivered
ORD0000251,CUST007718,2024-03-24 19:16:07,delivered
ORD0000252,CUST006479,2025-05-17 16:50:45,delivered
ORD0000253,CUST007331,2025-09-09 09:41:06,delivered
ORD0000254,CUST000902,2024-03-09 16:21:54,delivered
ORD0000255,CUST000340,2025-02-02 07:02:00,delivered
ORD0000256,CUST002881,2024-10-09 05:12:34,delivered
ORD0000257,CUST006710,2025-01-07 02:08:56,delivered
ORD0000258,CUST006215,2025-04-30 08:58:40,delivered
ORD0000259,CUST005161,2024-08-16 23:02:57,delivered
ORD0000260,CUST004506,2024-01-04 11:54:48,delivered
ORD0000261,CUST004993,2024-12-30 22:35:50,delivered
ORD0000262,CUST006981,2025-05-09 20:27:26,cancelled
ORD0000263,CUST000643,2024-05-29 09:55:50,delivered
ORD0000264,CUST000020,2024-11-23 17:38:50,delivered
ORD0000265,CUST003072,2024-11-17 22:01:08,delivered
ORD0000266,CUST000677,2025-07-03 07:17:02,delivered
ORD0000267,CUST007739,2025-10-23 06:51:07,delivered
ORD0000268,CUST001099,2025-09-03 22:01:49,returned
ORD0000269,CUST002650,2024-05-03 10:45:47,delivered
ORD0000270,CUST003469,2024-03-03 07:05:51,delivered
ORD0000271,CUST007886,2025-06-20 18:21:17,delivered
ORD0000272,CUST004183,2024-10-16 09:02:15,delivered
ORD0000273,CUST005713,2025-01-20 15:24:02,delivered
ORD0000274,CUST002064,2025-12-18 00:23:50,delivered
ORD0000275,CUST003400,2024-11-01 09:30:08,delivered
ORD0000276,CUST007086,2024-07-28 05:14:42,delivered
ORD0000277,CUST007377,2024-10-30 00:55:13,delivered
ORD0000278,CUST002871,2024-01-30 23:43:31,delivered
ORD0000279,CUST002430,2025-10-21 15:20:36,delivered
ORD0000280,CUST005684,2024-03-21 13:25:17,delivered
ORD0000281,CUST002687,2025-04-21 05:22:28,delivered
ORD0000282,CUST005265,2025-04-02 22:47:16,delivered
ORD0000283,CUST006596,2025-01-26 20:12:59,delivered
ORD0000284,CUST006959,2024-06-09 21:37:16,delivered
ORD0000285,CUST001416,2025-03-30 11:26:08,delivered
ORD0000286,CUST004405,2024-04-20 09:57:35,delivered
ORD0000287,CUST007074,2025-04-11 10:02:49,delivered
ORD0000288,CUST000491,2024-07-21 22:05:00,delivered
ORD0000289,CUST000759,2025-04-09 10:22:04,delivered
ORD0000290,CUST003501,2024-06-15 21:21:11,delivered
ORD0000291,CUST000000,2024-05-11 11:45:10,delivered
ORD0000292,CUST002088,2024-01-18 04:30:41,delivered
ORD0000293,CUST003656,2024-02-23 11:53:19,delivered
ORD0000294,CUST004767,2025-07-19 17:22:14,delivered
ORD0000295,CUST000211,2025-01-12 05:09:39,delivered
ORD0000296,CUST005452,2024-11-18 13:39:15,delivered
ORD0000297,CUST007975,2025-07-17 00:55:37,delivered
ORD0000298,CUST003722,2025-10-05 15:48:39,delivered
ORD0000299,CUST003517,2025-10-23 11:47:32,cancelled
ORD0000300,CUST001965,2025-02-09 06:28:50,delivered
ORD0000301,CUST000303,2024-11-30 22:19:17,delivered
ORD0000302,CUST007722,2024-02-05 23:26:00,delivered
ORD0000303,CUST004786,2024-10-16 11:47:49,delivered
ORD0000304,CUST003772,2025-08-02 20:41:58,delivered
ORD0000305,CUST001781,2024-02-10 18:37:50,delivered
ORD0000306,CUST005929,2024-02-27 04:48:04,delivered
ORD0000307,CUST003225,2025-05-23 02:19:32,delivered
ORD0000308,CUST004711,2024-03-10 05:05:38,delivered
ORD0000309,CUST004618,2024-06-04 03:43:22,delivered
ORD0000310,CUST002072,2025-06-19 05:56:54,delivered
ORD0000311,CUST000807,2025-12-31 08:33:23,delivered
ORD0000312,CUST004120,2024-04-04 13:07:07,delivered
ORD0000313,CUST006739,2024-12-31 12:18:43,delivered
ORD0000314,CUST007273,2024-03-24 15:01:25,delivered
ORD0000315,CUST001776,2024-12-17 02:31:59,delivered
ORD0000316,CUST003190,2025-05-19 14:35:02,delivered
ORD0000317,CUST004042,2025-07-12 02:15:46,delivered
ORD0000318,CUST004203,2025-06-21 15:09:32,delivered
ORD0000319,CUST001353,2025-10-19 14:25:03,cancelled
ORD0000320,CUST000179,2025-12-12 05:38:34,delivered
ORD0000321,CUST000880,2025-07-15 03:15:27,delivered
ORD0000322,CUST006274,2024-07-31 16:19:45,delivered
ORD0000323,CUST001830,2024-06-11 04:11:45,delivered
ORD0000324,CUST004698,2024-09-24 08:16:45,delivered
ORD0000325,CUST004002,2024-09-02 02:03:27,cancelled
ORD0000326,CUST002800,2025-10-22 20:18:16,delivered
ORD0000327,CUST006902,2024-01-25 01:54:39,delivered
ORD0000328,CUST004263,2025-10-20 08:12:39,delivered
ORD0000329,CUST000222,2025-05-05 01:32:36,delivered
ORD0000330,CUST004564,2024-02-13 07:58:24,delivered
ORD0000331,CUST004373,2024-08-26 05:33:25,delivered
ORD0000332,CUST002237,2024-05-20 18:13:32,returned
ORD0000333,CUST002578,2024-11-23 11:45:29,delivered
ORD0000334,CUST005645,2025-01-31 23:05:42,delivered
ORD0000335,CUST006116,2025-11-17 14:24:39,returned
ORD0000336,CUST001778,2024-01-20 18:34:39,delivered
ORD0000337,CUST000620,2024-10-23 17:55:17,delivered
ORD0000338,CUST001213,2024-01-25 15:06:26,delivered
ORD0000339,CUST004054,2025-07-17 02:28:27,delivered
ORD0000340,CUST004313,2024-02-11 07:17:10,delivered
ORD0000341,CUST007466,2025-08-26 01:18:39,delivered
ORD0000342,CUST005430,2024-08-01 08:21:21,returned
ORD0000343,CUST006379,2025-08-19 17:53:37,delivered
ORD0000344,CUST004263,2024-01-08 12:43:14,delivered
ORD0000345,CUST002827,2025-12-19 02:56:07,delivered
ORD0000346,CUST002240,2025-08-18 13:24:09,delivered
ORD0000347,CUST006385,2025-06-05 05:58:39,delivered
ORD0000348,CUST005281,2025-02-10 07:44:49,delivered
ORD0000349,CUST001362,2024-06-04 19:31:24,delivered
ORD0000350,CUST002838,2024-01-08 22:51:11,delivered
ORD0000351,CUST002502,2025-09-29 10:14:45,cancelled
ORD0000352,CUST007302,2024-09-29 20:15:10,delivered
ORD0000353,CUST002240,2025-01-18 18:36:02,delivered
ORD0000354,CUST005521,2025-02-01 05:49:13,delivered
ORD0000355,CUST006535,2024-07-25 22:07:21,delivered
ORD0000356,CUST006744,2024-09-19 12:10:41,delivered
ORD0000357,CUST005161,2024-07-19 11:54:28,delivered
ORD0000358,CUST000092,2024-09-23 14:17:43,delivered
ORD0000359,CUST001238,2024-05-02 23:40:57,delivered
ORD0000360,CUST006492,2024-10-19 16:26:38,returned
ORD0000361,CUST004608,2024-01-30 16:13:18,delivered
ORD0000362,CUST007502,2025-09-09 23:43:01,delivered
ORD0000363,CUST003470,2025-11-18 18:38:03,delivered
ORD0000364,CUST007067,2025-02-19 07:26:56,delivered
ORD0000365,CUST003235,2024-07-08 04:06:10,delivered
ORD0000366,CUST004201,2024-02-12 14:06:24,delivered
ORD0000367,CUST005351,2024-04-19 07:29:06,delivered
ORD0000368,CUST007135,2024-07-23 20:45:38,cancelled
ORD0000369,CUST007725,2024-11-01 07:48:14,delivered
ORD0000370,CUST002764,2025-08-30 11:02:43,delivered
ORD0000371,CUST003604,2025-01-04 16:53:08,delivered
ORD0000372,CUST005296,2024-02-25 23:35:12,delivered
ORD0000373,CUST005798,2025-10-03 08:22:01,delivered
ORD0000374,CUST005413,2025-08-03 09:11:13,delivered
ORD0000375,CUST007432,2024-08-10 18:36:30,cancelled
ORD0000376,CUST002835,2024-01-25 11:16:59,delivered
ORD0000377,CUST005971,2024-01-13 07:52:47,delivered
ORD0000378,CUST005639,2024-07-04 12:09:29,delivered
ORD0000379,CUST007437,2024-07-30 18:11:22,delivered
ORD0000380,CUST003901,2025-02-01 11:55:07,delivered
ORD0000381,CUST005331,2025-04-13 14:13:36,delivered
ORD0000382,CUST003234,2025-09-08 06:01:00,delivered
ORD0000383,CUST006966,2025-05-18 17:28:57,delivered
ORD0000384,CUST003628,2025-07-28 21:43:35,delivered
ORD0000385,CUST005012,2024-10-19 09:02:53,delivered
ORD0000386,CUST001768,2024-03-20 22:26:28,cancelled
ORD0000387,CUST005172,2024-04-19 00:00:35,delivered
ORD0000388,CUST005352,2024-02-01 22:32:49,delivered
ORD0000389,CUST003509,2024-02-21 00:24:29,delivered
ORD0000390,CUST002901,2024-10-07 00:00:01,delivered
ORD0000391,CUST006826,2024-11-06 16:12:14,delivered
ORD0000392,CUST007166,2025-01-25 20:41:03,delivered
ORD0000393,CUST001541,2024-06-12 03:32:24,delivered
ORD0000394,CUST005046,2024-02-24 13:24:01,delivered
ORD0000395,CUST002091,2024-08-08 23:30:42,delivered
ORD0000396,CUST002650,2024-07-14 15:24:25,delivered
ORD0000397,CUST001731,2025-01-16 02:46:14,delivered
ORD0000398,CUST005635,2024-10-13 15:12:00,delivered
ORD0000399,CUST006776,2025-10-31 00:48:55,returned
ORD0000400,CUST007742,2024-10-31 01:16:26,delivered
ORD0000401,CUST000091,2024-05-02 10:59:50,delivered
ORD0000402,CUST004854,2024-05-25 09:33:55,delivered
ORD0000403,CUST000730,2025-04-12 07:27:05,delivered
ORD0000404,CUST005049,2024-05-03 23:10:54,delivered
ORD0000405,CUST005557,2025-11-29 01:06:20,delivered
ORD0000406,CUST004432,2025-05-02 06:21:22,delivered
ORD0000407,CUST003814,2024-01-15 04:05:56,delivered
ORD0000408,CUST005413,2024-03-29 08:32:56,delivered
ORD0000409,CUST000699,2025-04-11 21:06:32,delivered
ORD0000410,CUST007987,2025-12-12 20:17:45,delivered
ORD0000411,CUST005020,2024-10-06 09:49:58,delivered
ORD0000412,CUST006823,2024-01-24 20:30:23,delivered
ORD0000413,CUST003014,2025-05-06 02:18:14,delivered
ORD0000414,CUST002311,2025-12-09 05:34:52,delivered
ORD0000415,CUST006248,2024-08-08 02:22:20,delivered
ORD0000416,CUST002016,2025-02-11 13:44:29,delivered
ORD0000417,CUST006367,2024-01-31 01:21:10,delivered
ORD0000418,CUST003490,2025-05-24 15:44:47,delivered
ORD0000419,CUST000977,2025-04-21 15:00:57,delivered
ORD0000420,CUST004210,2024-06-28 00:28:59,delivered
ORD0000421,CUST007034,2025-08-13 01:36:11,delivered
ORD0000422,CUST001258,2025-11-03 02:17:38,delivered
ORD0000423,CUST003855,2024-10-14 10:15:05,delivered
ORD0000424,CUST001297,2025-05-05 07:22:48,delivered
ORD0000425,CUST001978,2024-09-30 00:53:19,delivered
ORD0000426,CUST007397,2025-11-18 09:54:06,cancelled
ORD0000427,CUST006872,2024-07-11 08:32:58,delivered
ORD0000428,CUST004129,2025-12-07 16:18:38,delivered
ORD0000429,CUST005507,2024-01-02 23:40:20,delivered
ORD0000430,CUST001732,2024-02-15 20:30:21,delivered
ORD0000431,CUST007668,2025-03-21 20:21:01,delivered
ORD0000432,CUST002942,2025-12-20 17:47:12,delivered
ORD0000433,CUST002509,2024-08-25 01:43:18,delivered
ORD0000434,CUST000448,2024-10-20 13:15:14,delivered
ORD0000435,CUST006972,2024-03-31 21:46:27,cancelled
ORD0000436,CUST001237,2025-01-11 16:36:42,delivered
ORD0000437,CUST005165,2025-04-28 19:49:40,delivered
ORD0000438,CUST004500,2024-06-16 13:35:24,delivered
ORD0000439,CUST000332,2025-11-05 13:31:03,delivered
ORD0000440,CUST006133,2025-07-18 19:41:19,cancelled
ORD0000441,CUST006383,2024-05-29 11:40:36,delivered
ORD0000442,CUST005373,2025-10-16 12:37:34,delivered
ORD0000443,CUST004323,2025-02-20 06:20:01,delivered
ORD0000444,CUST006876,2025-08-17 14:37:42,delivered
ORD0000445,CUST007034,2025-01-16 17:01:14,delivered
ORD0000446,CUST000165,2024-12-21 10:38:51,delivered
ORD0000447,CUST004680,2024-05-31 18:00:16,delivered
ORD0000448,CUST004832,2025-11-22 19:44:36,delivered
ORD0000449,CUST005630,2025-02-21 13:07:09,delivered
ORD0000450,CUST004693,2025-03-18 03:08:50,delivered
ORD0000451,CUST004688,2025-09-08 09:13:07,returned
ORD0000452,CUST004027,2024-05-20 12:07:01,delivered
ORD0000453,CUST002774,2025-01-02 23:30:02,delivered
ORD0000454,CUST001699,2025-04-22 16:24:43,delivered
ORD0000455,CUST001413,2025-07-06 05:58:52,delivered
ORD0000456,CUST007919,2024-02-13 12:30:17,delivered
ORD0000457,CUST001446,2025-06-02 22:45:28,delivered
ORD0000458,CUST005020,2024-05-28 21:48:04,delivered
ORD0000459,CUST003482,2024-12-15 19:40:06,delivered
ORD0000460,CUST007748,2025-10-09 05:48:16,delivered
ORD0000461,CUST004744,2025-08-10 05:04:47,delivered
ORD0000462,CUST001687,2024-07-29 14:25:50,delivered
ORD0000463,CUST000446,2024-03-24 15:15:16,delivered
ORD0000464,CUST003474,2024-04-24 18:15:17,delivered
